label,text
没通过怎么办,每次分期都不不通过
肯定,好怎么了
快说重点,说快点
咨询提前还款,提前还款还在等吗
号码是哪来的,从哪里搞到我的电话话号码码
电话号码,告诉我联系方
调戏AI,个美女
运营商提示音,我不太用微信啊如果说有事的话您直接可以和我说的我稍后帮您转达
咨询放款速度,啥时候拿款
肯定,好好我我知道
肯定,蛮好的
犹豫中/考虑下,想一想
征信不好,我这个征信不行啊
肯定,对呀做什麽
加下微信/发信息/发个短信/发资料,发资料料到我手机机上
什么平台,哪一个？
肯定,就是我
肯定,是是是啊
否定/拒绝,不计划
打过了/不要打电话,不要没玩没了的打
肯定,哦认识吧。
号码是哪来的,我的电话话号码码是谁透露给你们
肯定,恩好的我知道了 恩好的
恢复词,干啥
期数,还款分期
否定/拒绝,哦我暂时不需要
调戏AI,我想请你吃饭
咨询提前还款,我想把款提前结清怎么办
肯定,是是是
额度太少,额度太低
加下微信/发信息/发个短信/发资料,能给我你的号码吗
否定/拒绝,没有余额
咨询利息/费用,？的费用有？多少
没通过怎么办,都有了为什么申请不通过呢！
肯定,呃行我知道了
投诉,怎样投诉
肯定,嗯嗯好好好好好谢谢啊
否定/拒绝,太差
号码是哪来的,哪里获得我号码码
没通过怎么办,干嘛；审核不！通过
打过了/不要打电话,不要打电话给我
咨询额度-通用,四百万
额度太少,我开的额度太小
否定/拒绝,不确定诶
否定/拒绝,现在不用了我不想
咨询提前还款,可以办提前还款吗
肯定,好试试
额度用途,额度能做什么事情
运营商提示音,你所拨打的用户故障
咨询提前还款,全额提前还
否定/拒绝,不办理
骗子/骗人,你们是忽悠人的
咨询利息/费用,利息到底一共多少
上征信,还款影响征信吗？
没通过怎么办,每次分期不不都通过
加下微信/发信息/发个短信/发资料,能先发我
质疑机器人,机器人
质疑机器人,假的人吧
打过了/不要打电话,不要重复给我打电话
恢复词,详细介绍
咨询利息/费用,利息到底多；少
肯定,没问题可以
咨询利息/费用,利息如何计算
加下微信/发信息/发个短信/发资料,发个定
什么平台,哪个？
加下微信/发信息/发个短信/发资料,发定
怎么提额,多久能提额呢
期数,我想分9期还
肯定,好谢谢了
咨询提前还款,怎么就不能提前还款
咨询提前还款,提前还款多久可以
肯定,我是XX
咨询操作,办理我还款怎么嗯行
肯定,我说有的有的有那个APP
额度用途,我买东西也可以用这个额度吗
征信不好,征信不号
肯定,哦是什么事
否定/拒绝,不需要不用
运营商提示音,You dialed is you can do holding service. Please hold on.
在忙/在开会/在开车,晚一点再说没时间
额度太少,4万太少了
快说重点,有啥事就快点说吧
否定/拒绝,哦那个没有了
加下微信/发信息/发个短信/发资料,短信信息发我详细
恢复词,你跟我说吧
加下微信/发信息/发个短信/发资料,发短信
肯定,已经预约了
咨询APP名字,那个APP
否定/拒绝,还是不要联系了
没通过怎么办,审核不通过过关什么原因
咨询提前还款,信息说我的分期提前还款申请成功
额度太少,？哦最；低是一？千八百块到二十？万是吧
肯定,嗯对对对
肯定,有想过
在忙/在开会/在开车,现在忙等会儿说
肯定,但是我是
什么平台,嗯你你这边是哪哪里啊
否定/拒绝,哦玫瑰不好意思我开学
肯定,对我现在在正在正在办理那个。
否定/拒绝,哦不用了不用了不用不用谢谢啊
肯定,嗯嗯知道了好
号码是哪来的,你们怎么有我电话话号码码
人工服务,客服人工转
恢复词,喂喂喂喂喂你好
咨询操作,怎么为什么申
加下微信/发信息/发个短信/发资料,能把资料料发给我吗
肯定,好嗯嗯嗯
利息高,贷款利息贵不贵
加下微信/发信息/发个短信/发资料,给我个短信信息
恢复词,嗯懂了
肯定,啊是的
咨询提前还款,分期不能提前还款
在忙/在开会/在开车,稍等
嗯啊哦额/模糊回答,喂啊
肯定,呃对有事吗
咨询提前还款,全款提前还款
骗子/骗人,权威
咨询利息/费用,怎么费用弄
号码是哪来的,电话话哪来
咨询额度-通用,五千多块你觉得能满足我吗
咨询放款速度,我什么时候可以拿钱呀？
没通过怎么办,审核根本通过没有就啊
质疑机器人,电脑设置
犹豫中/考虑下,哦行了再说吧好吧
咨询额度-通用,最高贷款额度多少
运营商提示音,您这个问题让他直接跟您说会比较好。嗯我稍后呢就把这个问题跟他说吧让他和您直接沟通
打错了,不要在给我打电话
没通过怎么办,申请被退了
征信不好,我好像征信不好
肯定,嗯嗯嗯嗯知道了好好好好。
质疑机器人,你是语音的吗？这个是还是人工的电话？
操作繁琐,操作麻烦
没通过怎么办,也没有说不通过
额度太少,。你那个额度太低三；千块钱不够
肯定,我说行吧。
肯定,哦哦哦好的
运营商提示音,你好您拨打的用户暂时无法接听您的电话
咨询利息/费用,利息算怎么
加下微信/发信息/发个短信/发资料,给我个网址址
咨询提前还款,这个可不可以提前还的吗
没印象,忘记了
肯定,嗯嗯嗯好嗯。
打过了/不要打电话,别再找我
否定/拒绝,没这方面需求
恢复词,有什么事啊？
打错了,嗯不是您打错了
嗯啊哦额/模糊回答,恩喂呃
额度太少,收到。过但是额：度这么？低没使用
否定/拒绝,暂时没打算
肯定,好谢谢再见
额度太少,不行你们这个额度太低了
额度太少,对高额度太低了不用
骗子/骗人,你们公司正规吗
肯定,对有事吗？
打错了,我不是啊你打错了
肯定,是的怎么了
肯定,对啊可以
打过了/不要打电话,别打我电话了
犹豫中/考虑下,再看看
额度太少,少块钱太4万了
打过了/不要打电话,别给我电话
有信用问题/逾期记录能借款吗,我的征信差能贷款吗
打过了/不要打电话,再打拉黑名单
运营商提示音,哎你好有什么事可以告诉我我帮您转达
否定/拒绝,啊我不想
否定/拒绝,别邀请我
无法登陆APP,登录不上APP
恢复词,啥事
肯定,OK谢谢亲
肯定,啊对啊
没通过怎么办,借款：为什！么不通；过
否定/拒绝,你们太差了
号码是哪来的,有我的联系方
否定/拒绝,呃不需要谢谢
有印象,有印象
快说重点,快速说
没通过怎么办,也没法说不通过
咨询利息/费用,利息产生了多少已经了
骗子/骗人,怎样保证
打错了,搞错
号码是哪来的,怎么弄
否定/拒绝,不要发微信
恢复词,继续说吧
质疑机器人,哦你是真人吗
在忙/在开会/在开车,现在有事等下
运营商提示音,您的事情我不太了解呢我稍后让他给您回电行
号码是哪来的,我电话话你怎么知道
期数,能办理五期吗
肯定,我知道了知道吧
打错了,不错了
咨询利息/费用,利息说下
操作繁琐,app操作起来只有那么麻烦了
在忙/在开会/在开车,我现在在开车不方便你待会再联系我
肯定,好吧。
在忙/在开会/在开车,我在开车就这样挂了
加下微信/发信息/发个短信/发资料,发过来
加下微信/发信息/发个短信/发资料,发我邮件
肯定,对呀什么的
人工服务,给完账我转下人工
肯定,可以的。
肯定,哦你好我是
运营商提示音,好的您说的我已经记录下来了会立马转达他祝您生活愉快再见
咨询利息/费用,你们这利息咋：算的
咨询利息/费用,嗯1981了多少钱
没印象,没有印象啊
没通过怎么办,没有无法提示审批不通过
咨询利息/费用,贷款利率
调戏AI,你挺年轻的吧
投诉,再给我打电话我就报警了
投诉,我想投诉
有信用问题/逾期记录能借款吗,信用不好能贷款吗
肯定,好的谢谢啊。
咨询额度-通用,三千是吧
否定/拒绝,哦不用了不用了好谢谢啊
恢复词,在打算
在忙/在开会/在开车,我现在在开车
否定/拒绝,拒绝你提供的这些方式来还
已经申请到了,已申请谢谢
肯定,哎收到了谢谢
打过了/不要打电话,上午刚打过电话
咨询利息/费用,费是多少
提额券,怎么样能提额
调戏AI,今年几岁啦
肯定,嗯我是你有什么事
调戏AI,今年几岁了
犹豫中/考虑下,你们可以直接划扣我的钱吧我再确定一下不太确定不确定
在忙/在开会/在开车,我现在没时间等会再说
没通过怎么办,为什么审批不通过啊
咨询提前还款,你帮我看看我这笔钱最快关了要怎么办理
咨询提前还款,这个可以提前还款吗
咨询提前还款,你能给我办理提前还款吗
肯定,是的
咨询提前还款,请问提前接听是什么意思
肯定,嗯我知情
没通过怎么办,我不通过为
肯定,有事吗就是我
肯定,好謝謝
肯定,嗯可以啊
没通过怎么办,为什么按流程申请了10次了都不通过呢
不舒服,得了胃病现在胃痛
什么平台,您的名字
咨询提前还款,请问我贷的商品可以提前还款吗
号码是哪来的,怎么知道道号码
什么平台,你是谁呀
咨询利息/费用,利息逾期费讲一下
否定/拒绝,我不要
咨询额度-通用,他额度下不来的我身份证过期了
肯定,好谢谢
肯定,是呀怎么
恢复词,有事嘛
打错了,打错了吧他谁我不知
运营商提示音,哎您好有什么事可以告诉我我帮您转达
肯定,呃是的怎么说？
质疑数据安全,你们靠谱不啊
运营商提示音,挂失机主的小爱著你你有什么事吗
肯定,啊好嘞嗯。
咨询利息/费用,多少说一下利息
打过了/不要打电话,你们今天已经打过电话了
肯定,啊对啊我是
加下微信/发信息/发个短信/发资料,发个短信信息看看
肯定,我用嗯
打错了,不是给你说打错了吗?
调戏AI,我们一起出来吃个饭吧
没通过怎么办,申？请。不通过怎；么办
肯定,嗯谢谢知道了
打错了,不是我个人电话他说
没通过怎么办,借款三四次都不通过
咨询提前还款,怎么手动提前还款
肯定,可以可以
咨询利息/费用,利？率多少
否定/拒绝,不必了
骗子/骗人,安不安全
肯定,啊好嘞好嘞。
不舒服,在医院洗胃呢
咨询放款速度,放款的具体时间是什么时候
投诉,你这个电话我就报警了
无法登陆APP,APP怎么一直登陆不上
肯定,嗯嗯嗯行行行知道我知道了
什么平台,你是哪儿的啊
没通过怎么办,为什么我提现不通过二次？
投诉,妈个头
否定/拒绝,不用了不用了
质疑机器人,你说人工还是机械
肯定,好谢谢。收到
额度太少,那个他们算了算了这！种啊额度太低了算了
肯定,嗯知道
在忙/在开会/在开车,我现在很忙晚一点再处理
肯定,哎对的
咨询利息/费用,你跟我说利息怎么怎么算的呀
肯定,好的好的好的稍微晚点现在不需要稍微晚一点啊。
咨询利息/费用,利息是个多少点
肯定,是 是是
没通过怎么办,问题不通过是什么申请
什么平台,什么保险公司
咨询利息/费用,哎你好我想问一下这个你们这个产品利息是呃多少呢。
咨询额度-通用,一个亿
加下微信/发信息/发个短信/发资料,发一下资料料
号码是哪来的,我号码码你哪里知道道
不舒服,屋顶塌下来被砸伤了
咨询操作,完成怎么操作成功
咨询利息/费用,利息费会有多少
加下微信/发信息/发个短信/发资料,怎么找到你们
有印象,你说的这个我有印象
额度太少,我嫌额度太低了不用不用
无法登陆APP,无法登陆APP
肯定,哎是啊
没通过怎么办,为啥一直审核不通过
肯定,好好好知道了好好好好好好嗯。
额度太少,呃我知道这个额度太低了所以我
没通过怎么办,申！请不？通过是什么问题
打过了/不要打电话,怎么那么多电话
肯定,嗯好的好的好的
肯定,哎行我知道了
否定/拒绝,别介绍
咨询额度-通用,单笔借款额度是多少
号码是哪来的,您们怎么有我号码码
肯定,我就是本月
质疑机器人,声音太假了
没通过怎么办,审核不？通过呢？
肯定,嗯是啊怎么
否定/拒绝,不够
肯定,是的是的说吧。
咨询利息/费用,是如何算计算的
打错了,啊你打错了。
怎么提额,怎么提额
否定/拒绝,不是我手机
肯定,嗯好谢谢
投诉,操你妈个逼
打错了,你打错了我不是它
否定/拒绝,不知道
骗子/骗人,圈钱
上征信,上征信不
否定/拒绝,是不是
否定/拒绝,不太想要
肯定,好的那就这样吧。
加下微信/发信息/发个短信/发资料,发条短信信息给我
打过了/不要打电话,天天打再打我就投诉了
投诉,死走
肯定,没错的是我
犹豫中/考虑下,我要考虑考虑再说
咨询利息/费用,利息怎么：计算
否定/拒绝,哦我不需要谢谢
恢复词,你好你好
肯定,是我在使用啊用了半年多了
否定/拒绝,谢谢不需要
打过了/不要打电话,不要再打了真的很烦
号码是哪来的,你们从哪里了解到我
咨询利息/费用,我说他妈借款要不要利息呀
咨询利息/费用,利息介绍下一下
咨询提前还款,我要提前还款怎么处理
否定/拒绝,呃不需要不要需要
咨询利息/费用,哎你好确认我想问一下这个你们这个产品利息是呃多少呢。
额度太少,呃我：知；道这个额度！太低了所以我
肯定,嗯好的我知道了。
否定/拒绝,我不清楚你在说什么
肯定,哦可以
咨询额度-通用,第一次申请额度多少
肯定,我知道了。
肯定,对对对对。
咨询操作,在哪里拿啊
咨询操作,为什么怎么整的
否定/拒绝,没想法
咨询额度-通用,请问借款可以借几次？借多少？
加下微信/发信息/发个短信/发资料,位置发我
标记号码,这个号码咋个还标记了
犹豫中/考虑下,嗯我到时再说吧不是很确定
重复,什么啥子事情
号码是哪来的,随便打的
肯定,嗯是我是做人事
投诉,滚蛋
肯定,有吧
不舒服,拉肚子了不舒服
加下微信/发信息/发个短信/发资料,发条信息息给我
申请条件,不条件满足
调戏AI,靓女
犹豫中/考虑下,以后再讲吧
运营商提示音,明白了待会儿我就跟他说还有别的事吗
肯定,是啊怎么啦
投诉,再打我报警了
加下微信/发信息/发个短信/发资料,发下公司地址
在忙/在开会/在开车,现在没空一会再说
加下微信/发信息/发个短信/发资料,发我微信息
肯定,嗯行行行行知道了。
咨询放款速度,下款快吗
咨询利息/费用,费用是。咋算的
咨询提前还款,我申请提前还款
肯定,哦行好的我知道了。好的。
号码是哪来的,谁告诉你我手机
什么平台,你名字是啥
没通过怎么办,什么原因没有通过
肯定,喂对呀喂
打错了,打错了谢谢
否定/拒绝,没办法
肯定,是 是的
恢复词,哦我清楚
运营商提示音,他不方便回答问题我是他助理有什么话跟我说吧
肯定,我的事啊
操作繁琐,app操作真的麻烦得很
肯定,行行
否定/拒绝,我都不知道
否定/拒绝,怎么那么多人
骗子/骗人,骗人的吧
号码是哪来的,你们怎么找到我的电话话
上征信,对我的个人征信情况会有什么影响
电话号码,可以说下你们的联系方式吗
号码是哪来的,怎么有我的联系方
额度太少,额度嘛也太低了吧
否定/拒绝,不想听你讲话
嗯啊哦额/模糊回答,啊喂哦
与银行区别,这个产品和银行贷款有区别呢？
否定/拒绝,别给我联系
质疑机器人,是机器人还是真人
号码是哪来的,你从哪里知道道我有需求
否定/拒绝,哦现在不需要你我那个已经还清了呀
什么平台,你哪位
额度太少,那个他们算了了算这种啊额度太低了算了
提额券,怎么才能提额？
没通过怎么办,这几天就不通过了
咨询利息/费用,手续费怎么弄
加下微信/发信息/发个短信/发资料,发到我的手机机微信息信息上
没通过怎么办,现在我提现额度不通过
质疑机器人,声音怎么这么假
运营商提示音,不好意思啊机主暂时不方便接电话我帮你转告他
否定/拒绝,真的不要
肯定,啊知道嘞
打过了/不要打电话,打了很多次
肯定,呃这个号码是我自己在使用我用这个大半个月了
肯定,有的呀
不舒服,医生才换了药
快说重点,时间不多快点说
申请条件,必须资质要什么
咨询提前还款,借款可以提前还吗
咨询利息/费用,有罚息吗
调戏AI,请问我能请你吃饭吗
肯定,好好啊
没通过怎么办,？没有提示审批不？通过
打错了,要不是得打错了
肯定,就是我没错的
肯定,好了认真的谢谢你很棒
肯定,在的
什么平台,你名字叫什么
打过了/不要打电话,一直打是几个意
申请条件,不复合条件
否定/拒绝,知道不用不用
在忙/在开会/在开车,我很忙等下再说
咨询提前还款,请问提前结清是什么意思
不舒服,刚晕倒了正在去医院得路上
肯定,对对对对对么
恢复词,你讲我听着呢
肯定,就是我请问你干嘛
否定/拒绝,啊不要不要不要
申请条件,资质要什？么
咨询利息/费用,费用
肯定,是啊是的
运营商提示音,发送请按一重录请按2
肯定,好那个我现在谢谢
肯定,恩是
否定/拒绝,不行这个方式不行
恢复词,对对对你说
额度太少,哦收到那个额度太低了红我没有
嗯啊哦额/模糊回答,我我
咨询利息/费用,怎！么算啊利息
咨询额度-通用,额度授着呢然后是的不用
号码是哪来的,私人信息息你怎么得
打错了,不是不是你打错了了哈
咨询利息/费用,利息是多。少个点
犹豫中/考虑下,让我再想想
否定/拒绝,不合作
没通过怎么办,无不良好信息芝麻信用623居然不通过？
额度太少,少也太4万了
肯定,我是了怎么了
肯定,呃是的你好
肯定,嗯好好谢谢哈
否定/拒绝,好的没兴趣
运营商提示音,暂时无法接听您的电话直接挂机这短信通知您所拨打的用户谢谢请挂机
肯定,我知道你昨天打电话了我知道了。
号码是哪来的,你怎么知道道我电话话号码码的
犹豫中/考虑下,再给我点时间考虑吧
什么平台,那你那里是哪里？我问你
否定/拒绝,哦那个不用了
肯定,听明白了
投诉,再打我就投诉你们了
肯定,嗯是啊。
肯定,我就是本人
肯定,知道了好
肯定,是我你有什么是
肯定,啊好
额度用途,哪里可以这个钱
号码是哪来的,你们怎么打电话的
肯定,好的好的好的谢谢你谢谢你。
肯定,哦好我想想办法吧哈
人工服务,客服电话多：少
恢复词,有事吗？
运营商提示音,喂你在吗？有事先跟我说吧
不舒服,我头很痛
否定/拒绝,没任何打算
打错了,是您打错
号码是哪来的,我的信息息你怎么知道道
没通过怎么办,申请不通过是什么啥子原因
号码是哪来的,你为什么知道道我信息息
肯定,啊是啊。
额度太少,少太额度了
打错了,我再不知道不
号码是哪来的,有我信息
打错了,不是不是打错了
肯定,好的谢谢你啦
肯定,咨询
否定/拒绝,不买
调戏AI,挺年轻
怎么提额,提额需要多久
人工服务,帮转账我转人工
咨询提前还款,我想查一下我之前还款的进度
肯定,嗯我我是我是我是
否定/拒绝,那那个到底算不算
加下微信/发信息/发个短信/发资料,你发个短信信息给我吧
肯定,是在
肯定,对啊对我是这里
肯定,哦哦那好吧
运营商提示音,好有什么事可以给我说我会帮您转达他的
恢复词,巧了
否定/拒绝,没有用不了
咨询利息/费用,已经产生了多少利息了
咨询额度-通用,显示多少额度就可以用多少吗？
肯定,好的好的好的。
恢复词,咋的啦？
加下微信/发信息/发个短信/发资料,发短信信息给这个号
骗子/骗人,值得相信吗
有信用问题/逾期记录能借款吗,我欠了很多钱有逾期记录能借款款吗
肯定,我需要给我申请个吧
调戏AI,交朋友
肯定,是呀是呀
咨询利息/费用,贷款的利息
骗子/骗人,骗子吧
咨询利息/费用,利息逾期费几厘
调戏AI,哪一年生的
肯定,喔好行
会不会放款失败,会不会放款失败
打过了/不要打电话,郁闷不要给我打
在忙/在开会/在开车,我在车上呢不方便
否定/拒绝,不是很麻烦
肯定,要得
肯定,嗯好好好好
咨询利息/费用,利息是如何怎么算的
打错了,我说了啊不是我待的款么肯定打错了再乱再再说我就我就报警了
咨询操作,嗯；怎。么操作
肯定,哦好好的
否定/拒绝,不咋滴
人工服务,是你不是人工
恢复词,啊什么事你说。
额度太少,提额太少了
肯定,我会我知道。
否定/拒绝,谢谢不用了
咨询利息/费用,费用是多少
肯定,哦晓得晓得晓得
加下微信/发信息/发个短信/发资料,发个短信信息看
骗子/骗人,我都没听过你们公司
什么平台,是哪一个
额度太少,？4万块钱我不如找；借；呗
肯定,是的啊
肯定,嗯是啊
上征信,征信有什么影响
否定/拒绝,木有
号码是哪来的,你怎么知道道我的电话话号码
投诉,投诉号码
肯定,嗯对是
号码是哪来的,号码码谁给你
额度太少,呃度太低了没意思
咨询放款速度,放款是不是很快
咨询提前还款,我需要提前还商品分期
咨询利息/费用,说一下利息
加下微信/发信息/发个短信/发资料,怎么加微信息信息
加下微信/发信息/发个短信/发资料,加你微信息信息
咨询利息/费用,费用是怎么组成的
没通过怎么办,有额度评分不通过是怎么回事
嗯啊哦额/模糊回答,喂呃无效
运营商提示音,我是专当机主接电话的小爱助理您有什么事吗
否定/拒绝,你赶快离开
咨询利息/费用,多少的利：率
咨询利息/费用,！利息呢
肯定,呃是的是是。
打款渠道,可以打到微信
调戏AI,什么年龄
肯定,好啊
否定/拒绝,哦没有了不用了啊好再见
加下微信/发信息/发个短信/发资料,发份资料料
肯定,是我的然后呢一两个月了
否定/拒绝,不是很理想一般
电话号码,怎么联系
加下微信/发信息/发个短信/发资料,微信息信息多少
肯定,哎好的知道
质疑机器人,你是电话录音
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以一会再打电话过来拜
投诉,鸡巴
运营商提示音,记下来那你这边有其他事需要我帮你转达吧
恢复词,将好
号码是哪来的,怎么弄到我的号码
肯定,嗯好的谢谢
号码是哪来的,那你从哪拿到我的号码码
额度太少,哦：收到那个额度太低了红我没有
已经申请到了,我早就申请过了
肯定,嗯是的我是
号码是哪来的,联系方式谁给你
咨询利息/费用,多少息费说一下利息
在忙/在开会/在开车,现在在开车明天再说
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以会再打电话过来拜拜
咨询利息/费用,利息恐怖不恐怖
咨询利息/费用,你们利息是多少
人工服务,我要转人工
加下微信/发信息/发个短信/发资料,发个短信信息发个短信信息个我看
已经申请到了,额度已经申请了
什么平台,嗯哪位你说。
打过了/不要打电话,不要再打电话给我
否定/拒绝,没必要了解
号码是哪来的,知道道我的手机号码
咨询利息/费用,费用是1981多少
肯定,哦行啊
否定/拒绝,不做电销
肯定,对呀。
额度太少,你额度太！低了吧：只有几千块钱
打错了,不是的打错了
投诉,你们干什么。非的投诉？？
咨询利息/费用,天利息
咨询利息/费用,！利息会有多少
重复,没有听懂
肯定,是那个
肯定,哦行我知道了我手机上有
期数,期数
咨询利息/费用,到底：多；少利息
否定/拒绝,呃不可以
肯定,啊收到收到
恢复词,找我什么事
没通过怎么办,你；们告诉我？可；以贷款现！在怎么不！通过呢
肯定,嗯能听到
嗯啊哦额/模糊回答,奥
咨询利息/费用,如何算的费用
打过了/不要打电话,郁闷不要给我打了
肯定,嗯行了行了谢谢
不舒服,吐了
恢复词,那你说说吧
骗子/骗人,怎么相信你们
恢复词,呃是的说啦
嗯啊哦额/模糊回答,喂么
在忙/在开会/在开车,我现在在开车不方便接电话
肯定,诶好嘞好我知道了知道了知道了
咨询利息/费用,利息可以减免吗
咨询操作,怎么查看呢
打过了/不要打电话,不是我挂了电话你们还打过来
号码是哪来的,有的电话话号码
恢复词,喂你好
打错了,啊不是的打错了
人工服务,转。人工。吧
肯定,嗯呀
肯定,哦哦我有在用啊
嗯啊哦额/模糊回答,哎喂
加下微信/发信息/发个短信/发资料,短信信息发我手机机上
运营商提示音,您好您好有什么事可以给我说我会帮您转达
有信用问题/逾期记录能借款吗,有逾期记录能贷款不
咨询提前还款,请问我这个月八号结的提前还怎么还
否定/拒绝,不添加微信
号码是哪来的,有我手机
咨询利息/费用,你们的产！品利息是多少呢。
加下微信/发信息/发个短信/发资料,加你微信息
肯定,好好知道了
怎么提额,什么时候能提额
没通过怎么办,每次分期也不不通过
运营商提示音,我不方便直接把他的微信给你帮我会帮你问问他还有别的事吗
肯定,有事吗是我
咨询利息/费用,息费你们可以减免么
与银行区别,你们公司与银行借款的区别
人工服务,转一下人工客服
恢复词,最近在打算
肯定,哦哦我知道
打错了,找错
调戏AI,几几年
额度太少,没得用你那边额度太小了
有信用问题/逾期记录能借款吗,征信很差因为我欠了很多钱影响贷款吗
打错了,错了
肯定,我就是的
没通过怎么办,借款不成功通过
咨询提前还款,我现在提前还款是不是月底就不会产生费用了
骗子/骗人,骗人的电话
否定/拒绝,用不上
运营商提示音,最近他比较忙所以有些事情来不及处理不需要我转达。您的事情比较着急吗
否定/拒绝,不你们骗我钱
恢复词,呃喂你好
肯定,我晓得晓得
肯定,好我知道了
打过了/不要打电话,都打了几个了还打
调戏AI,我可以请你吃饭吗
无法登陆APP,你们那个APP我登录不了
操作繁琐,你们这个app操作也太繁琐了
犹豫中/考虑下,我多考虑考虑
嗯啊哦额/模糊回答,啊怎样
否定/拒绝,不是呀。
额度太少,我看了就一千块就是钱额度太低了
咨询操作,这个怎么借款呢：怎么操作；？
咨询利息/费用,利息
申请条件,都需要些什么条件啊
咨询利息/费用,哦利息？多少
否定/拒绝,不可以你们是骗子
否定/拒绝,不需要了
否定/拒绝,哦收到收到但是我现在不需要吗有需要的话我再拿好吧
额度太少,不行你！们？这！个。额度太低了
咨询放款速度,快不快
质疑机器人,你怕是机器人吧
肯定,对是我
快说重点,都直接点
肯定,没错我就是
期数,可以分期3个月后面一次性还吗
咨询额度-通用,6万
加下微信/发信息/发个短信/发资料,传送
肯定,就是我找我干啥
运营商提示音,您这边还有什么有别的事情需要我帮忙记录的吗
骗子/骗人,想骗我钱吧
肯定,啊好的是的
咨询利息/费用,几罚息个点的利息
运营商提示音,跟您沟通比较好我稍后会帮您转达的。请问您这边还有其他的事情吗
无法登陆APP,你们的APP怎么一直登不上了
什么平台,您名字
号码是哪来的,哪里有我手机号码
额度太少,你那额度太小了都用一点没有
恢复词,你讲
提额券,在哪里提升额度
投诉,不可业务呀投诉
不舒服,腰疼腿软
咨询利息/费用,！费？用怎么弄
肯定,是我有事吗
加下微信/发信息/发个短信/发资料,你把那个账号发到我手机上。
没通过怎么办,未申请通过
否定/拒绝,嗯嗯现在不需要
没通过怎么办,为什：么临时不通？过
在忙/在开会/在开车,啊现在在开车现在不要
恢复词,嗯你说说看
肯定,我知道了我知我知道了我知道了。
肯定,对我是XXX不好意思我忘记了感谢提醒！
否定/拒绝,没有啊
在忙/在开会/在开车,我现在有点事在忙
肯定,可以可以可以可以好
质疑数据安全,泄密个人数据
恢复词,说得具体点
咨询操作,怎么操作啊我还不晓得怎么操作呢
电话号码,微信息信息联系
加下微信/发信息/发个短信/发资料,发我一份详细说明
没通过怎么办,二次怎么老是审核不通过
咨询额度-通用,每天可借多少钱
否定/拒绝,不炒股票
咨询操作,怎么用啊
打过了/不要打电话,不要打了已经打了很多次
质疑数据安全,泄密个人信息
号码是哪来的,你咋知道道我手机号码
加下微信/发信息/发个短信/发资料,你加我微信息信息吧
打错了,打错了没
没印象,为什么我一点印象都没有啦
恢复词,我就是你说嘛
质疑机器人,你不是真的人
骗子/骗人,怎么让我信任你们
投诉,我要投诉你们了
恢复词,下面呢
运营商提示音,我是专帮机主接电话的助理你有什么事吗
咨询提前还款,听不贷款提前还款
质疑机器人,程序自动播放的
质疑机器人,你是电话录音吧
咨询提前还款,我想请问一下我是否可以提前还款提前还款是否便宜呢
上征信,是不是会允许征信
肯定,我尽量。
否定/拒绝,嗯不需要了
加下微信/发信息/发个短信/发资料,有资料料
加下微信/发信息/发个短信/发资料,网址站链接
号码是哪来的,哪里来的我的手机
在忙/在开会/在开车,恩知道啦我现在有事儿
肯定,是这样
恢复词,还有吗
咨询利息/费用,嗯利率是多少？
电话号码,给下你们的联系方式
肯定,好的好的好谢谢。好的好的好好好。
肯定,我知道了哎那栋打电话。
投诉,不是不是再给我打电话我就报警了
人工服务,18586692361电话多少
咨询利息/费用,费率贷款利率是
已经申请到了,已经申请了啊
否定/拒绝,不用联系我
没通过怎么办,信用使分不够
号码是哪来的,哪来的电话
运营商提示音,您说的我都记下来了稍后我会告诉他的您也可以会再打电话过来祝您虎虎神威万事如意
肯定,是的是的是的是的 喂
投诉,投诉公司
在忙/在开会/在开车,我现在开车不方便
咨询利息/费用,息费怎么算
号码是哪来的,哪里搞到我的号码码
犹豫中/考虑下,给我点时间考虑一下
运营商提示音,好的我都记下来了。联通用户可以关注我助理公众号期待和您相见拜拜。
额度太少,4万块钱反正就算了吧
肯定,钱知道了谢谢
加下微信/发信息/发个短信/发资料,给我发个信息息吗
骗子/骗人,骗钱的
否定/拒绝,不是吧
申请条件,都？需要些什么条件啊
犹豫中/考虑下,让我想一想
肯定,好的谢谢了
否定/拒绝,凭什么要还嘛不处理
否定/拒绝,没合作的意向
不舒服,在看病
否定/拒绝,没有了解的必要
不舒服,上火了
咨询提前还款,不是说现在分期不能提前还款的嘛
重复,你要。再！说一遍
肯定,啊有的有的有的
打错了,你们弄错电话了
肯定,嗯听得到听得到。
肯定,对什么事啊
恢复词,那你说一下吧
重复,听不装逼清楚
质疑机器人,是不是放的录音
打过了/不要打电话,一天到晚给我打电
否定/拒绝,买不起
咨询利息/费用,你们罚息是多少啊
号码是哪来的,你在哪获得的号码
打过了/不要打电话,怎么天天打
否定/拒绝,太麻烦不要
否定/拒绝,不不需要
咨询提前还款,我刚刚点了提前还款
打过了/不要打电话,别跟我联系
没通过怎么办,借不了
投诉,大脑进水
质疑机器人,复读机
额度循环,循环额度是指全部还完才能借还是还完一期就能再借 谢谢
肯定,恩好也可以
运营商提示音,我的咋处理有事你和我说我尽快为你转达
咨询提前还款,我要是借款能提前还吗
